NOMBRE_CAMPO,NEMÓNICO,TIPO,LONGITUD,RANGO_CLAVES
Área metropolitana de ocurrencia del delito,AREAM_OCU,Numérico,2,"07"
Área metropolitana de ocurrencia del delito,AREAM_OCU,Numérico,2,"08"
Área metropolitana de ocurrencia del delito,AREAM_OCU,Numérico,2,"09"
Área metropolitana de ocurrencia del delito,AREAM_OCU,Numérico,2,"10"
Área metropolitana de ocurrencia del delito,AREAM_OCU,Numérico,2,"12"
Área metropolitana de ocurrencia del delito,AREAM_OCU,Numérico,2,"13"
Área metropolitana de ocurrencia del delito,AREAM_OCU,Numérico,2,"14"
Área metropolitana de ocurrencia del delito,AREAM_OCU,Numérico,2,"15"
Área metropolitana de ocurrencia del delito,AREAM_OCU,Numérico,2,"16"
Área metropolitana de ocurrencia del delito,AREAM_OCU,Numérico,2,"17"
Área metropolitana de ocurrencia del delito,AREAM_OCU,Numérico,2,"18"
Área metropolitana de ocurrencia del delito,AREAM_OCU,Numérico,2,"19"
Área metropolitana de ocurrencia del delito,AREAM_OCU,Numérico,2,"21"
Área metropolitana de ocurrencia del delito,AREAM_OCU,Numérico,2,"24"
Área metropolitana de ocurrencia del delito,AREAM_OCU,Numérico,2,"25"
Área metropolitana de ocurrencia del delito,AREAM_OCU,Numérico,2,"26"
Área metropolitana de ocurrencia del delito,AREAM_OCU,Numérico,2,"27"
Área metropolitana de ocurrencia del delito,AREAM_OCU,Numérico,2,"28"
Área metropolitana de ocurrencia del delito,AREAM_OCU,Numérico,2,"29"
Área metropolitana de ocurrencia del delito,AREAM_OCU,Numérico,2,"31"
Área metropolitana de ocurrencia del delito,AREAM_OCU,Numérico,2,"32"
Área metropolitana de ocurrencia del delito,AREAM_OCU,Numérico,2,"33"
Área metropolitana de ocurrencia del delito,AREAM_OCU,Numérico,2,"36"
Área metropolitana de ocurrencia del delito,AREAM_OCU,Numérico,2,"39"
Área metropolitana de ocurrencia del delito,AREAM_OCU,Numérico,2,"40"
Área metropolitana de ocurrencia del delito,AREAM_OCU,Numérico,2,"41"
Área metropolitana de ocurrencia del delito,AREAM_OCU,Numérico,2,"43"
Mes de ocurrencia del delito,BP1_1,Numérico,2,"01"
Mes de ocurrencia del delito,BP1_1,Numérico,2,"02"
Mes de ocurrencia del delito,BP1_1,Numérico,2,"03"
Mes de ocurrencia del delito,BP1_1,Numérico,2,"04"
Mes de ocurrencia del delito,BP1_1,Numérico,2,"05"
Mes de ocurrencia del delito,BP1_1,Numérico,2,"06"
Mes de ocurrencia del delito,BP1_1,Numérico,2,"07"
Mes de ocurrencia del delito,BP1_1,Numérico,2,"08"
Mes de ocurrencia del delito,BP1_1,Numérico,2,"09"
Mes de ocurrencia del delito,BP1_1,Numérico,2,"10"
Mes de ocurrencia del delito,BP1_1,Numérico,2,"11"
Mes de ocurrencia del delito,BP1_1,Numérico,2,"12"
Mes de ocurrencia del delito,BP1_1,Numérico,2,"99"
Entidad de ocurrencia del delito,BP1_2C,Numérico,2,"01"
Entidad de ocurrencia del delito,BP1_2C,Numérico,2,"02"
Entidad de ocurrencia del delito,BP1_2C,Numérico,2,"03"
Entidad de ocurrencia del delito,BP1_2C,Numérico,2,"04"
Entidad de ocurrencia del delito,BP1_2C,Numérico,2,"05"
Entidad de ocurrencia del delito,BP1_2C,Numérico,2,"06"
Entidad de ocurrencia del delito,BP1_2C,Numérico,2,"07"
Entidad de ocurrencia del delito,BP1_2C,Numérico,2,"08"
Entidad de ocurrencia del delito,BP1_2C,Numérico,2,"09"
Entidad de ocurrencia del delito,BP1_2C,Numérico,2,"10"
Entidad de ocurrencia del delito,BP1_2C,Numérico,2,"11"
Entidad de ocurrencia del delito,BP1_2C,Numérico,2,"12"
Entidad de ocurrencia del delito,BP1_2C,Numérico,2,"13"
Entidad de ocurrencia del delito,BP1_2C,Numérico,2,"14"
Entidad de ocurrencia del delito,BP1_2C,Numérico,2,"15"
Entidad de ocurrencia del delito,BP1_2C,Numérico,2,"16"
Entidad de ocurrencia del delito,BP1_2C,Numérico,2,"17"
Entidad de ocurrencia del delito,BP1_2C,Numérico,2,"18"
Entidad de ocurrencia del delito,BP1_2C,Numérico,2,"19"
Entidad de ocurrencia del delito,BP1_2C,Numérico,2,"20"
Entidad de ocurrencia del delito,BP1_2C,Numérico,2,"21"
Entidad de ocurrencia del delito,BP1_2C,Numérico,2,"22"
Entidad de ocurrencia del delito,BP1_2C,Numérico,2,"23"
Entidad de ocurrencia del delito,BP1_2C,Numérico,2,"24"
Entidad de ocurrencia del delito,BP1_2C,Numérico,2,"25"
Entidad de ocurrencia del delito,BP1_2C,Numérico,2,"26"
Entidad de ocurrencia del delito,BP1_2C,Numérico,2,"27"
Entidad de ocurrencia del delito,BP1_2C,Numérico,2,"28"
Entidad de ocurrencia del delito,BP1_2C,Numérico,2,"29"
Entidad de ocurrencia del delito,BP1_2C,Numérico,2,"30"
Entidad de ocurrencia del delito,BP1_2C,Numérico,2,"31"
Entidad de ocurrencia del delito,BP1_2C,Numérico,2,"32"
Entidad de ocurrencia del delito,BP1_2C,Numérico,2,"99"
Municipio de ocurrencia del delito ,BP1_3C,Numérico,3,"001…570"
Municipio de ocurrencia del delito ,BP1_3C,Numérico,3,"999"
Hora aproximada de ocurrencia del delito,BP1_4,Numérico,1,"1"
Hora aproximada de ocurrencia del delito,BP1_4,Numérico,1,"2"
Hora aproximada de ocurrencia del delito,BP1_4,Numérico,1,"3"
Hora aproximada de ocurrencia del delito,BP1_4,Numérico,1,"4"
Hora aproximada de ocurrencia del delito,BP1_4,Numérico,1,"9"
Lugar de ocurrencia del delito,BP1_5,Numérico,1,"1"
Lugar de ocurrencia del delito,BP1_5,Numérico,1,"2"
Lugar de ocurrencia del delito,BP1_5,Numérico,1,"3"
Lugar de ocurrencia del delito,BP1_5,Numérico,1,"4"
Lugar de ocurrencia del delito,BP1_5,Numérico,1,"5"
Lugar de ocurrencia del delito,BP1_5,Numérico,1,"6"
Lugar de ocurrencia del delito,BP1_5,Numérico,1,"7"
Lugar de ocurrencia del delito,BP1_5,Numérico,1,"8"
Lugar de ocurrencia del delito,BP1_5,Numérico,1,"9"
Presencia de la víctima durante la ocurrencia del delito,BP1_6,Numérico,1,"1"
Presencia de la víctima durante la ocurrencia del delito,BP1_6,Numérico,1,"2"
Condición de observar el delito mientras ocurría,BP1_7,Numérico,1,"1"
Condición de observar el delito mientras ocurría,BP1_7,Numérico,1,"2"
Condición de estar acompañada la víctima,BP1_8,Numérico,1,"1"
Condición de estar acompañada la víctima,BP1_8,Numérico,1,"2"
Condición de estar acompañada la víctima,BP1_8,Numérico,1,"9"
Número de delincuentes que participaron,BP1_9,Numérico,1,"1"
Número de delincuentes que participaron,BP1_9,Numérico,1,"2"
Número de delincuentes que participaron,BP1_9,Numérico,1,"3"
Número de delincuentes que participaron,BP1_9,Numérico,1,"4"
Número de delincuentes que participaron,BP1_9,Numérico,1,"5"
Número de delincuentes que participaron,BP1_9,Numérico,1,"6"
Número de delincuentes que participaron,BP1_9,Numérico,1,"9"
Delincuentes hombres,BP1_10_1,Numérico,1,"0"
Delincuentes hombres,BP1_10_1,Numérico,1,"1"
Delincuentes mujeres,BP1_10_2,Numérico,1,"0"
Delincuentes mujeres,BP1_10_2,Numérico,1,"1"
Sexo de los delincuentes no especificado,BP1_10_9,Numérico,1,"0"
Sexo de los delincuentes no especificado,BP1_10_9,Numérico,1,"1"
Edad aproximada de los delincuentes,BP1_11,Numérico,1,"1"
Edad aproximada de los delincuentes,BP1_11,Numérico,1,"2"
Edad aproximada de los delincuentes,BP1_11,Numérico,1,"3"
Edad aproximada de los delincuentes,BP1_11,Numérico,1,"4"
Edad aproximada de los delincuentes,BP1_11,Numérico,1,"5"
Edad aproximada de los delincuentes,BP1_11,Numérico,1,"6"
Edad aproximada de los delincuentes,BP1_11,Numérico,1,"7"
Edad aproximada de los delincuentes,BP1_11,Numérico,1,"8"
Edad aproximada de los delincuentes,BP1_11,Numérico,1,"9"
Delincuentes desconocidos,BP1_12_1,Numérico,1,"0"
Delincuentes desconocidos,BP1_12_1,Numérico,1,"1"
Delincuentes conocidos de vista solamente,BP1_12_2,Numérico,1,"0"
Delincuentes conocidos de vista solamente,BP1_12_2,Numérico,1,"1"
Delincuentes conocidos de poco trato,BP1_12_3,Numérico,1,"0"
Delincuentes conocidos de poco trato,BP1_12_3,Numérico,1,"1"
Delincuentes conocidos cercanos,BP1_12_4,Numérico,1,"0"
Delincuentes conocidos cercanos,BP1_12_4,Numérico,1,"1"
Delincuentes familiares,BP1_12_5,Numérico,1,"0"
Delincuentes familiares,BP1_12_5,Numérico,1,"1"
Relación con los delincuentes no especificada,BP1_12_9,Numérico,1,"0"
Relación con los delincuentes no especificada,BP1_12_9,Numérico,1,"1"
Reconocimiento de los delincuentes,BP1_13,Numérico,1,"1"
Reconocimiento de los delincuentes,BP1_13,Numérico,1,"2"
Delincuentes bajo los efectos de alguna droga,BP1_14_1,Numérico,1,"0"
Delincuentes bajo los efectos de alguna droga,BP1_14_1,Numérico,1,"1"
Delincuentes bajo los efectos del alcohol,BP1_14_2,Numérico,1,"0"
Delincuentes bajo los efectos del alcohol,BP1_14_2,Numérico,1,"1"
Delincuentes bajo otros efectos,BP1_14_3,Numérico,1,"0"
Delincuentes bajo otros efectos,BP1_14_3,Numérico,1,"1"
"Delincuentes que no se perciben bajo ningún efecto de drogas, alcohol u otro ",BP1_14_4,Numérico,1,"0"
"Delincuentes que no se perciben bajo ningún efecto de drogas, alcohol u otro ",BP1_14_4,Numérico,1,"1"
Estado psicofísico de los delincuentes no especificado,BP1_14_9,Numérico,1,"0"
Estado psicofísico de los delincuentes no especificado,BP1_14_9,Numérico,1,"1"
Portación de armas,BP1_15,Numérico,1,"1"
Portación de armas,BP1_15,Numérico,1,"2"
Portación de armas,BP1_15,Numérico,1,"9"
Portación de arma de fuego,BP1_16_1,Numérico,1,"0"
Portación de arma de fuego,BP1_16_1,Numérico,1,"1"
Portación de arma blanca,BP1_16_2,Numérico,1,"0"
Portación de arma blanca,BP1_16_2,Numérico,1,"1"
Portación de objeto contundente,BP1_16_3,Numérico,1,"0"
Portación de objeto contundente,BP1_16_3,Numérico,1,"1"
Portación de otro tipo de arma,BP1_16_4,Numérico,1,"0"
Portación de otro tipo de arma,BP1_16_4,Numérico,1,"1"
Tipo de arma utilizada no especificado,BP1_16_9,Numérico,1,"0"
Tipo de arma utilizada no especificado,BP1_16_9,Numérico,1,"1"
Lesión física con el arma,BP1_17,Numérico,1,"1"
Lesión física con el arma,BP1_17,Numérico,1,"2"
Lesión física con el arma,BP1_17,Numérico,1,"9"
Otro tipo de violencia física,BP1_18,Numérico,1,"1"
Otro tipo de violencia física,BP1_18,Numérico,1,"2"
Otro tipo de violencia física,BP1_18,Numérico,1,"9"
Moretones,BP1_19_1,Numérico,1,"0"
Moretones,BP1_19_1,Numérico,1,"1"
Cortadas,BP1_19_2,Numérico,1,"0"
Cortadas,BP1_19_2,Numérico,1,"1"
Dislocaciones,BP1_19_3,Numérico,1,"0"
Dislocaciones,BP1_19_3,Numérico,1,"1"
Fracturas,BP1_19_4,Numérico,1,"0"
Fracturas,BP1_19_4,Numérico,1,"1"
Quemaduras,BP1_19_5,Numérico,1,"0"
Quemaduras,BP1_19_5,Numérico,1,"1"
Pérdida del conocimiento ,BP1_19_6,Numérico,1,"0"
Pérdida del conocimiento ,BP1_19_6,Numérico,1,"1"
Herida de bala,BP1_19_7,Numérico,1,"0"
Herida de bala,BP1_19_7,Numérico,1,"1"
Otro tipo de lesión física,BP1_19_8,Numérico,1,"0"
Otro tipo de lesión física,BP1_19_8,Numérico,1,"1"
Denuncia ante el MP,BP1_20,Numérico,1,"1"
Denuncia ante el MP,BP1_20,Numérico,1,"2"
Denuncia ante el MP por otro integrante del hogar,BP1_21,Numérico,1,"1"
Denuncia ante el MP por otro integrante del hogar,BP1_21,Numérico,1,"2"
Denuncia ante el MP por otro integrante del hogar,BP1_21,Numérico,1,"9"
Conocimiento del proceso de denuncia,BP1_22,Numérico,1,"1"
Conocimiento del proceso de denuncia,BP1_22,Numérico,1,"2"
Razón principal de la no denuncia,BP1_23,Numérico,2,"01"
Razón principal de la no denuncia,BP1_23,Numérico,2,"02"
Razón principal de la no denuncia,BP1_23,Numérico,2,"03"
Razón principal de la no denuncia,BP1_23,Numérico,2,"04"
Razón principal de la no denuncia,BP1_23,Numérico,2,"05"
Razón principal de la no denuncia,BP1_23,Numérico,2,"06"
Razón principal de la no denuncia,BP1_23,Numérico,2,"07"
Razón principal de la no denuncia,BP1_23,Numérico,2,"08"
Razón principal de la no denuncia,BP1_23,Numérico,2,"09"
Razón principal de la no denuncia,BP1_23,Numérico,2,"99"
Inicio de averiguación previa o carpeta de investigación,BP1_24,Numérico,1,"1"
Inicio de averiguación previa o carpeta de investigación,BP1_24,Numérico,1,"2"
Inicio de averiguación previa o carpeta de investigación,BP1_24,Numérico,1,"9"
Estatus de la averiguación previa o carpeta de investigación,BP1_25,Numérico,1,"1"
Estatus de la averiguación previa o carpeta de investigación,BP1_25,Numérico,1,"2"
Estatus de la averiguación previa o carpeta de investigación,BP1_25,Numérico,1,"3"
Estatus de la averiguación previa o carpeta de investigación,BP1_25,Numérico,1,"4"
Estatus de la averiguación previa o carpeta de investigación,BP1_25,Numérico,1,"5"
Estatus de la averiguación previa o carpeta de investigación,BP1_25,Numérico,1,"6"
Estatus de la averiguación previa o carpeta de investigación,BP1_25,Numérico,1,"7"
Estatus de la averiguación previa o carpeta de investigación,BP1_25,Numérico,1,"9"
Razón principal de no inicio de averiguación previa o carpeta de investigación,BP1_26,Numérico,1,"1"
Razón principal de no inicio de averiguación previa o carpeta de investigación,BP1_26,Numérico,1,"2"
Razón principal de no inicio de averiguación previa o carpeta de investigación,BP1_26,Numérico,1,"3"
Razón principal de no inicio de averiguación previa o carpeta de investigación,BP1_26,Numérico,1,"4"
Razón principal de no inicio de averiguación previa o carpeta de investigación,BP1_26,Numérico,1,"5"
Razón principal de no inicio de averiguación previa o carpeta de investigación,BP1_26,Numérico,1,"6"
Razón principal de no inicio de averiguación previa o carpeta de investigación,BP1_26,Numérico,1,"9"
Tiempo invertido al denunciar ante el MP,BP1_27,Numérico,1,"1"
Tiempo invertido al denunciar ante el MP,BP1_27,Numérico,1,"2"
Tiempo invertido al denunciar ante el MP,BP1_27,Numérico,1,"3"
Tiempo invertido al denunciar ante el MP,BP1_27,Numérico,1,"4"
Tiempo invertido al denunciar ante el MP,BP1_27,Numérico,1,"9"
Razón principal de denuncia ante el MP,BP1_28,Numérico,1,"1"
Razón principal de denuncia ante el MP,BP1_28,Numérico,1,"2"
Razón principal de denuncia ante el MP,BP1_28,Numérico,1,"3"
Razón principal de denuncia ante el MP,BP1_28,Numérico,1,"4"
Razón principal de denuncia ante el MP,BP1_28,Numérico,1,"5"
Razón principal de denuncia ante el MP,BP1_28,Numérico,1,"6"
Razón principal de denuncia ante el MP,BP1_28,Numérico,1,"9"
Trato recibido en el MP al denunciar,BP1_29,Numérico,1,"1"
Trato recibido en el MP al denunciar,BP1_29,Numérico,1,"2"
Trato recibido en el MP al denunciar,BP1_29,Numérico,1,"3"
Trato recibido en el MP al denunciar,BP1_29,Numérico,1,"4"
Reporte del delito ante otra instancia o autoridad,BP1_30,Numérico,1,"1"
Reporte del delito ante otra instancia o autoridad,BP1_30,Numérico,1,"2"
Reporte ante Autoridad Comunal o Ejidal,BP1_31_1,Numérico,1,"0"
Reporte ante Autoridad Comunal o Ejidal,BP1_31_1,Numérico,1,"1"
Reporte ante Autoridad / Policía Municipal,BP1_31_2,Numérico,1,"0"
Reporte ante Autoridad / Policía Municipal,BP1_31_2,Numérico,1,"1"
Reporte ante Consejos Municipales Ciudadanos o similares,BP1_31_3,Numérico,1,"0"
Reporte ante Consejos Municipales Ciudadanos o similares,BP1_31_3,Numérico,1,"1"
Reporte ante Policía Estatal,BP1_31_4,Numérico,1,"0"
Reporte ante Policía Estatal,BP1_31_4,Numérico,1,"1"
Reporte ante Policía Federal,BP1_31_5,Numérico,1,"0"
Reporte ante Policía Federal,BP1_31_5,Numérico,1,"1"
Reporte ante autoridad Militar o Naval,BP1_31_6,Numérico,1,"0"
Reporte ante autoridad Militar o Naval,BP1_31_6,Numérico,1,"1"
Reporte ante PGR,BP1_31_7,Numérico,1,"0"
Reporte ante PGR,BP1_31_7,Numérico,1,"1"
Reporte ante otra instancia o autoridad,BP1_31_8,Numérico,1,"0"
Reporte ante otra instancia o autoridad,BP1_31_8,Numérico,1,"1"
Reporte ante otra instancia o autoridad no especificado,BP1_31_9,Numérico,1,"0"
Reporte ante otra instancia o autoridad no especificado,BP1_31_9,Numérico,1,"1"
Denuncia telefónica,BP1_32_1,Numérico,1,"0"
Denuncia telefónica,BP1_32_1,Numérico,1,"1"
Denuncia a través de internet,BP1_32_2,Numérico,1,"0"
Denuncia a través de internet,BP1_32_2,Numérico,1,"1"
Denuncia a través de correo electrónico,BP1_32_3,Numérico,1,"0"
Denuncia a través de correo electrónico,BP1_32_3,Numérico,1,"1"
Denuncia a través de mensaje de texto,BP1_32_4,Numérico,1,"0"
Denuncia a través de mensaje de texto,BP1_32_4,Numérico,1,"1"
Denuncia a través de otros medios negada,BP1_32_5,Numérico,1,"0"
Denuncia a través de otros medios negada,BP1_32_5,Numérico,1,"1"
Denuncia a través otros medios no especificada,BP1_32_9,Numérico,1,"0"
Denuncia a través otros medios no especificada,BP1_32_9,Numérico,1,"1"
Daño principal sufrido por el delito,BP1_33,Numérico,1,"1"
Daño principal sufrido por el delito,BP1_33,Numérico,1,"2"
Daño principal sufrido por el delito,BP1_33,Numérico,1,"3"
Daño principal sufrido por el delito,BP1_33,Numérico,1,"4"
Daño principal sufrido por el delito,BP1_33,Numérico,1,"5"
Daño principal sufrido por el delito,BP1_33,Numérico,1,"9"
Pérdidas económicas a consecuencia del delito,BP1_34,Numérico,7,"0000000"
Pérdidas económicas a consecuencia del delito,BP1_34,Numérico,7,"0000001…9999998"
Pérdidas económicas a consecuencia del delito,BP1_34,Numérico,7,"9999999"
Gastos a consecuencia del daño en la salud,BP1_35,Numérico,7,"0000000"
Gastos a consecuencia del daño en la salud,BP1_35,Numérico,7,"0000001…9999998"
Gastos a consecuencia del daño en la salud,BP1_35,Numérico,7,"9999999"
Servicio de denuncia anónima,BP1_36_01,Numérico,1,"0"
Servicio de denuncia anónima,BP1_36_01,Numérico,1,"1"
Servicio de información sobre el proceso de la AP o CI,BP1_36_02,Numérico,1,"0"
Servicio de información sobre el proceso de la AP o CI,BP1_36_02,Numérico,1,"1"
Servicio de información sobre derechos como víctima,BP1_36_03,Numérico,1,"0"
Servicio de información sobre derechos como víctima,BP1_36_03,Numérico,1,"1"
Servicio de asesoría jurídica,BP1_36_04,Numérico,1,"0"
Servicio de asesoría jurídica,BP1_36_04,Numérico,1,"1"
Servicio de ayuda asistencial,BP1_36_05,Numérico,1,"0"
Servicio de ayuda asistencial,BP1_36_05,Numérico,1,"1"
Servicio de atención psicológica,BP1_36_06,Numérico,1,"0"
Servicio de atención psicológica,BP1_36_06,Numérico,1,"1"
Servicio de atención médica,BP1_36_07,Numérico,1,"0"
Servicio de atención médica,BP1_36_07,Numérico,1,"1"
Servicio de reparación del daño,BP1_36_08,Numérico,1,"0"
Servicio de reparación del daño,BP1_36_08,Numérico,1,"1"
Servicio de protección ,BP1_36_09,Numérico,1,"0"
Servicio de protección ,BP1_36_09,Numérico,1,"1"
Otros servicios que deban ofrecer las autoridades,BP1_36_10,Numérico,1,"0"
Otros servicios que deban ofrecer las autoridades,BP1_36_10,Numérico,1,"1"
Ningún servicio que deban proporcionar las autoridades,BP1_36_11,Numérico,1,"0"
Ningún servicio que deban proporcionar las autoridades,BP1_36_11,Numérico,1,"1"
Servicios que deban ofrecer las autoridades no especificado,BP1_36_99,Numérico,1,"0"
Servicios que deban ofrecer las autoridades no especificado,BP1_36_99,Numérico,1,"1"
Vehículo robado asegurado,BP2_1,Numérico,1,"1"
Vehículo robado asegurado,BP2_1,Numérico,1,"2"
Vehículo robado asegurado,BP2_1,Numérico,1,"9"
Robo de cableado o instalación de cobre,BP3_1_01,Numérico,1,"0"
Robo de cableado o instalación de cobre,BP3_1_01,Numérico,1,"1"
Robo de mobiliario,BP3_1_02,Numérico,1,"0"
Robo de mobiliario,BP3_1_02,Numérico,1,"1"
Robo de equipo electrónico,BP3_1_03,Numérico,1,"0"
Robo de equipo electrónico,BP3_1_03,Numérico,1,"1"
Robo de electrodomésticos,BP3_1_04,Numérico,1,"0"
Robo de electrodomésticos,BP3_1_04,Numérico,1,"1"
"Robo de bolsa, maleta, portafolio",BP3_1_05,Numérico,1,"0"
"Robo de bolsa, maleta, portafolio",BP3_1_05,Numérico,1,"1"
"Robo de joyas, reloj",BP3_1_06,Numérico,1,"0"
"Robo de joyas, reloj",BP3_1_06,Numérico,1,"1"
"Robo de dinero, tarjetas de crédito, cheques",BP3_1_07,Numérico,1,"0"
"Robo de dinero, tarjetas de crédito, cheques",BP3_1_07,Numérico,1,"1"
Robo de identificación o documentos,BP3_1_08,Numérico,1,"0"
Robo de identificación o documentos,BP3_1_08,Numérico,1,"1"
Robo de teléfono celular,BP3_1_09,Numérico,1,"0"
Robo de teléfono celular,BP3_1_09,Numérico,1,"1"
Robo de bicicleta,BP3_1_10,Numérico,1,"0"
Robo de bicicleta,BP3_1_10,Numérico,1,"1"
Robo de otro objeto,BP3_1_11,Numérico,1,"0"
Robo de otro objeto,BP3_1_11,Numérico,1,"1"
Nada robado,BP3_1_12,Numérico,1,"0"
Nada robado,BP3_1_12,Numérico,1,"1"
Robo de objeto no especificado,BP3_1_99,Numérico,1,"0"
Robo de objeto no especificado,BP3_1_99,Numérico,1,"1"
Presencia de algún integrante del hogar al momento del robo a casa-habitación,BP3_2,Numérico,1,"1"
Presencia de algún integrante del hogar al momento del robo a casa-habitación,BP3_2,Numérico,1,"2"
Presencia de algún integrante del hogar al momento del robo a casa-habitación,BP3_2,Numérico,1,"9"
Tipo de fraude,BP4_1,Numérico,1,"1"
Tipo de fraude,BP4_1,Numérico,1,"2"
Tipo de fraude,BP4_1,Numérico,1,"3"
Tipo de fraude,BP4_1,Numérico,1,"4"
Tipo de fraude,BP4_1,Numérico,1,"5"
Tipo de fraude,BP4_1,Numérico,1,"6"
Tipo de fraude,BP4_1,Numérico,1,"9"
Tipo de extorsión,BP5_1,Numérico,1,"1"
Tipo de extorsión,BP5_1,Numérico,1,"2"
Tipo de extorsión,BP5_1,Numérico,1,"3"
Tipo de extorsión,BP5_1,Numérico,1,"4"
Tipo de extorsión,BP5_1,Numérico,1,"5"
Tipo de extorsión,BP5_1,Numérico,1,"6"
Tipo de extorsión,BP5_1,Numérico,1,"7"
Tipo de extorsión,BP5_1,Numérico,1,"9"
Solicitaron dinero,BP5_2_1,Numérico,1,"0"
Solicitaron dinero,BP5_2_1,Numérico,1,"1"
Solicitaron tarjetas prepagadas de teléfono celular,BP5_2_2,Numérico,1,"0"
Solicitaron tarjetas prepagadas de teléfono celular,BP5_2_2,Numérico,1,"1"
Solicitaron otra cosa,BP5_2_3,Numérico,1,"0"
Solicitaron otra cosa,BP5_2_3,Numérico,1,"1"
No alcanzaron a solicitar nada,BP5_2_4,Numérico,1,"0"
No alcanzaron a solicitar nada,BP5_2_4,Numérico,1,"1"
Entrega de lo exigido por el extorsionador,BP5_3,Numérico,1,"1"
Entrega de lo exigido por el extorsionador,BP5_3,Numérico,1,"2"
Entrega de lo exigido por el extorsionador,BP5_3,Numérico,1,"3"
Entrega de lo exigido por el extorsionador,BP5_3,Numérico,1,"9"
Tipo de secuestro (según tipo de exigencias) ,BP6_1,Numérico,1,"1"
Tipo de secuestro (según tipo de exigencias) ,BP6_1,Numérico,1,"2"
Tipo de secuestro (según tipo de exigencias) ,BP6_1,Numérico,1,"3"
Tipo de secuestro (según tipo de exigencias) ,BP6_1,Numérico,1,"4"
Tipo de secuestro (según tipo de exigencias) ,BP6_1,Numérico,1,"9"
Entrega de lo exigido por los secuestradores,BP6_2,Numérico,1,"1"
Entrega de lo exigido por los secuestradores,BP6_2,Numérico,1,"2"
Entrega de lo exigido por los secuestradores,BP6_2,Numérico,1,"3"
Entrega de lo exigido por los secuestradores,BP6_2,Numérico,1,"4"
Entrega de lo exigido por los secuestradores,BP6_2,Numérico,1,"9"
Procedencia del dinero pagado o entregado a los secuestradores,BP6_3,Numérico,1,"1"
Procedencia del dinero pagado o entregado a los secuestradores,BP6_3,Numérico,1,"2"
Procedencia del dinero pagado o entregado a los secuestradores,BP6_3,Numérico,1,"9"
Tipo de ofensa contra la libertad y/o seguridad sexual,BP7_1,Numérico,1,"1"
Tipo de ofensa contra la libertad y/o seguridad sexual,BP7_1,Numérico,1,"2"
Tipo de ofensa contra la libertad y/o seguridad sexual,BP7_1,Numérico,1,"3"
Tipo de ofensa contra la libertad y/o seguridad sexual,BP7_1,Numérico,1,"4"
Tipo de ofensa contra la libertad y/o seguridad sexual,BP7_1,Numérico,1,"5"
Tipo de ofensa contra la libertad y/o seguridad sexual,BP7_1,Numérico,1,"9"
Factor delito,FAC_DEL,Numérico,6,"000001 … 999999"
Factor delito en área metropolitana,FAC_DEL_AM,Numérico,6,"000001 … 999999"
Dominio,DOMINIO,Alfanumérico,1,"U"
Dominio,DOMINIO,Alfanumérico,1,"C"
